add
('parameter', 0.7399991750717163)
('Gradle', 0.7364421486854553)
('python', 0.7362355589866638)
('type', 0.7333380579948425)
('as', 0.7333350777626038)
('settings', 0.7322114706039429)
('context', 0.7307441234588623)
('should', 0.7301572561264038)
('Fixed', 0.7296415567398071)
('method', 0.728078305721283)
('support', 0.7268733978271484)
('action', 0.7266602516174316)
('class', 0.7264425754547119)
('build', 0.7263623476028442)
('project', 0.7252658605575562)
('[Fernflower]', 0.7247855067253113)
('menu', 0.7228325605392456)
('code', 0.7180230617523193)
('point', 0.7177146673202515)
('git', 0.7174308896064758)
('an', 0.7169221639633179)
('option', 0.7161905765533447)
('after', 0.7128925919532776)
('files', 0.7128117680549622)
('error', 0.7120562791824341)
('color', 0.7100875973701477)
('command', 0.7099218964576721)
('add', 0.7094740271568298)
('work', 0.7092593908309937)
('new', 0.7071825265884399)
('-', 0.706018328666687)
('dialog', 0.705284595489502)
('commit', 0.7051376700401306)
('Added', 0.7029432654380798)
('Ant', 0.7028071880340576)
('custom', 0.7011598944664001)
('version', 0.6986812353134155)
('field', 0.6985971927642822)
('make', 0.6984374523162842)
('generated', 0.6973457336425781)
('use', 0.6970399618148804)
('config', 0.6940348148345947)
('import', 0.6870347261428833)
('default', 0.6777173280715942)
('path', 0.6748979687690735)
('Remove', 0.6746907830238342)
('Use', 0.6738066077232361)
('inspection', 0.6737383604049683)
('New', 0.6723015904426575)
('branch', 0.6701982021331787)
('tool', 0.6680734157562256)
('extension', 0.6658182144165039)
('console', 0.6656290292739868)
('based', 0.664667010307312)
('Make', 0.6615622043609619)
('Support', 0.6607441306114197)
('inner', 0.6602508425712585)
('check', 0.6569896936416626)
('classes', 0.656072735786438)
('Java', 0.6560577154159546)
("doesn't", 0.6557555794715881)
('instead', 0.6550410985946655)
('have', 0.6547609567642212)
("Don't", 0.6538432240486145)
('Allow', 0.6530008912086487)
('no', 0.6500250101089478)
('more', 0.6488595008850098)
('multiple', 0.6449882388114929)
('usages', 0.6449266672134399)
('popup', 0.641041100025177)
('Change', 0.6384767889976501)
('log', 0.6380833983421326)
('added', 0.637134850025177)
update
('to', 0.5102866291999817)
('of', 0.5026811361312866)
('type', 0.5008898973464966)
('with', 0.4995748698711395)
('window', 0.4971393048763275)
('Fixed', 0.4918751120567322)
('in', 0.48712533712387085)
('for', 0.4836956858634949)
('work', 0.4821431636810303)
('than', 0.4820749759674072)
('class', 0.47827544808387756)
('tool', 0.4764597713947296)
('console', 0.47516104578971863)
('Make', 0.47472989559173584)
('settings', 0.47432827949523926)
('python', 0.47403484582901)
('and', 0.47097712755203247)
('-', 0.4707898497581482)
('is', 0.4705268442630768)
('not', 0.47030699253082275)
('an', 0.4691700339317322)
('first', 0.46853935718536377)
('by', 0.4680580496788025)
('if', 0.4677183926105499)
('the', 0.46748900413513184)
('as', 0.4632514417171478)
('Groovy', 0.46312224864959717)
('method', 0.4631100594997406)
('a', 0.46134793758392334)
('dialog', 0.46133142709732056)
('new', 0.4606913924217224)
('plugin', 0.46066445112228394)
('[Fernflower]', 0.4604831337928772)
('set', 0.4600174129009247)
('Allow', 0.4549615979194641)
('from', 0.4545379877090454)
('should', 0.4543168246746063)
('Add', 0.45343661308288574)
('Fix', 0.45095622539520264)
('generated', 0.45036953687667847)
('support', 0.45035845041275024)
('file', 0.44938457012176514)
('that', 0.44937700033187866)
('menu', 0.4480774402618408)
('line', 0.44611895084381104)
('test', 0.44592559337615967)
('color', 0.44551026821136475)
('point', 0.44443973898887634)
('Build', 0.4443025588989258)
('when', 0.444134384393692)
('default', 0.44375255703926086)
('added', 0.4420665502548218)
('git', 0.4408498704433441)
('be', 0.4400942325592041)
('name', 0.439718633890152)
('use', 0.43936946988105774)
('project', 0.4380779564380646)
('check', 0.4370098114013672)
('import', 0.4368506371974945)
('add', 0.43643197417259216)
('using', 0.43459922075271606)
('classes', 0.432621568441391)
('extension', 0.4312373399734497)
('on', 0.43069350719451904)
("Don't", 0.42914879322052)
('command', 0.4280261993408203)
('log', 0.4276738464832306)
('Ant', 0.4258650541305542)
('too', 0.4247492849826813)
('missing', 0.4247189164161682)
('Use', 0.42405885457992554)
('option', 0.4231588840484619)
('path', 0.42263686656951904)
('being', 0.4225981533527374)
('files', 0.42193126678466797)
('make', 0.4213857650756836)
('Do', 0.41907799243927)
('ability', 0.41868025064468384)
('code', 0.41761985421180725)
('action', 0.41673314571380615)
('New', 0.4163450598716736)
('inner', 0.4158400595188141)
('have', 0.4155215620994568)
('only', 0.4154890179634094)
('build', 0.4153957962989807)
('relative', 0.4138157367706299)
('Gradle', 0.41264984011650085)
('tree', 0.4122433066368103)
('does', 0.4121585190296173)
('one', 0.4115809202194214)
('Maven', 0.4098057746887207)
('custom', 0.4096810221672058)
('context', 0.40922486782073975)
('types', 0.4083680510520935)
('configuration', 0.40800440311431885)
('dependencies', 0.404508113861084)
('creation', 0.4043455123901367)
('usages', 0.3998255431652069)
('always', 0.39918968081474304)
('parameter', 0.3991483449935913)
