file
('needs', 0.9995364546775818)
('stopped', 0.9995360970497131)
('WSL', 0.9995354413986206)
('2020', 0.9995352029800415)
('word', 0.9995328187942505)
('over', 0.9995324015617371)
('python', 0.9995323419570923)
('hide', 0.9995317459106445)
('Sync', 0.9995311498641968)
('Node', 0.9995306134223938)
notebook
('text', 0.9999117255210876)
('that', 0.9999113082885742)
('line', 0.9999107122421265)
('as', 0.9999063014984131)
('focus', 0.9999045729637146)
('The', 0.9999041557312012)
('files', 0.9999037384986877)
('are', 0.9999017119407654)
('folder', 0.9999006986618042)
('change', 0.9998961687088013)
('for', 0.9998941421508789)
('opening', 0.9998925924301147)
('I', 0.9998905658721924)
('workspace', 0.9998894333839417)
('Notebook', 0.9998860359191895)
('debug', 0.999884307384491)
('on', 0.9998806715011597)
('cell', 0.9998753070831299)
('context', 0.9998746514320374)
('menu', 0.9998691082000732)
('Add', 0.9998689889907837)
('Terminal', 0.999863862991333)
('it', 0.9998620748519897)
('tab', 0.9998604655265808)
('vscode', 0.9998599290847778)
('settings', 0.9998591542243958)
('different', 0.9998589754104614)
('do', 0.9998549818992615)
('explorer', 0.9998520612716675)
('using', 0.9998437762260437)
('support', 0.9998422265052795)
('if', 0.9998378753662109)
('integrated', 0.9998367428779602)
('latest', 0.9998311996459961)
('delete', 0.999829888343811)
('opens', 0.9998131990432739)
('an', 0.999809980392456)
('remote', 0.9998076558113098)
('output', 0.9997955560684204)
('opened', 0.9997955560684204)
('should', 0.9997901916503906)
('option', 0.999785304069519)
('Unable', 0.9997808933258057)
('multiple', 0.9997763633728027)
("can't", 0.9997724890708923)
('current', 0.9997717142105103)
('trying', 0.9997682571411133)
('update', 0.9997619986534119)
('any', 0.9997597336769104)
('properly', 0.9997543096542358)
('first', 0.9997470378875732)
('search', 0.9997380375862122)
('new', 0.9997290968894958)
('up', 0.9997283220291138)
('view', 0.999726414680481)
('same', 0.9997146725654602)
('list', 0.9997125267982483)
("doesn't", 0.9997124671936035)
('running', 0.9997098445892334)
('no', 0.9997073411941528)
('VSCode', 0.9997005462646484)
('install', 0.9996955394744873)
('active', 0.999690055847168)
('-', 0.999674916267395)
('external', 0.9996627569198608)
('updated', 0.9996512532234192)
('after', 0.999642550945282)
('tabs', 0.999640703201294)
('Jupyter', 0.9996325373649597)
('working', 0.9996263384819031)
('get', 0.9996196031570435)
('extension', 0.999618649482727)
('show', 0.9996167421340942)
('clear', 0.9996158480644226)
('able', 0.9996019601821899)
('create', 0.9995996952056885)
('message', 0.9995836019515991)
('version', 0.9995810389518738)
('sync', 0.9995765686035156)
('How', 0.9995765686035156)
('box', 0.9995682239532471)
('prevent', 0.999565601348877)
('seem', 0.9995636940002441)
('Go', 0.9995569586753845)
('location', 0.9995561242103577)
('type', 0.9995383024215698)
('add', 0.9995378255844116)
('shortcut', 0.9995323419570923)
('split', 0.9995322227478027)
('two', 0.9995315670967102)
('from', 0.999530017375946)
('wrong', 0.9995260834693909)
('folders', 0.9995243549346924)
('setting', 0.999519944190979)
('save', 0.9995197057723999)
('your', 0.9995134472846985)
('longer', 0.9995131492614746)
('can', 0.9995065331459045)
('all', 0.9995032548904419)
('already', 0.9994967579841614)
