add
('focus', 0.9999147653579712)
('menu', 0.9999144077301025)
('bar', 0.999914288520813)
('Fixed', 0.9999139308929443)
('&', 0.9999136924743652)
('default', 0.9999133348464966)
('cursor', 0.9999127388000488)
fix
('on', 0.9999563694000244)
('Fix', 0.9999558925628662)
('with', 0.9999527335166931)
('in', 0.9999513626098633)
('Fixed', 0.9999474287033081)
('if', 0.9999468922615051)
('and', 0.9999467134475708)
('when', 0.9999446272850037)
('are', 0.9999440312385559)
('all', 0.9999436140060425)
('by', 0.9999433159828186)
('Make', 0.9999426603317261)
('of', 0.9999423027038574)
('for', 0.999941349029541)
('-', 0.9999412298202515)
('as', 0.9999402761459351)
('Added', 0.999940037727356)
('the', 0.9999399781227112)
('from', 0.9999384880065918)
('after', 0.9999383687973022)
('code', 0.9999374151229858)
('is', 0.999936044216156)
('Fixes', 0.9999359846115112)
('Show', 0.9999358057975769)
('not', 0.9999356269836426)
('before', 0.9999352693557739)
('git', 0.9999346733093262)
('settings', 0.9999343156814575)
('terminal', 0.9999331831932068)
('line', 0.999933123588562)
('Remove', 0.9999323487281799)
('command', 0.9999321699142456)
('be', 0.999931812286377)
('a', 0.9999313354492188)
('Add', 0.9999312162399292)
('Support', 0.999930739402771)
('that', 0.9999302625656128)
('Markdown', 0.9999296069145203)
("Don't", 0.9999291896820068)
('Use', 0.9999287128448486)
('editor', 0.9999285936355591)
('file', 0.9999281167984009)
('no', 0.9999280571937561)
('show', 0.9999274611473083)
('add', 0.9999270439147949)
('into', 0.9999269843101501)
('view', 0.9999269843101501)
('Allow', 0.9999266862869263)
('should', 0.9999265074729919)
('path', 0.9999262094497681)
('to', 0.9999260902404785)
('change', 0.9999253153800964)
('use', 0.9999249577522278)
('new', 0.9999244213104248)
('focus', 0.999923825263977)
('API', 0.9999237060546875)
('state', 0.9999237060546875)
('text', 0.9999237060546875)
('at', 0.9999236464500427)
('extension', 0.999922513961792)
('build', 0.9999221563339233)
('only', 0.9999217391014099)
('empty', 0.9999211430549622)
('TS', 0.9999210834503174)
('debug', 0.9999206066131592)
('setting', 0.9999202489852905)
('files', 0.9999200701713562)
('support', 0.9999191164970398)
('extensions', 0.9999186992645264)
('message', 0.9999184012413025)
('workspace', 0.9999181628227234)
('cursor', 0.9999167919158936)
('task', 0.9999166131019592)
('action', 0.9999161958694458)
('name', 0.999916136264801)
('fixes', 0.9999159574508667)
('an', 0.9999159574508667)
('up', 0.999915361404419)
('using', 0.9999152421951294)
('markdown', 0.9999148845672607)
('error', 0.9999147057533264)
('tests', 0.9999145269393921)
('update', 0.9999144077301025)
('language', 0.9999141693115234)
('actions', 0.9999134540557861)
('disable', 0.9999130964279175)
('telemetry', 0.9999128580093384)
('folder', 0.9999123811721802)
('configuration', 0.9999123811721802)
('bar', 0.9999123215675354)
('link', 0.9999120831489563)
('search', 0.9999117851257324)
('editors', 0.9999109506607056)
('auto', 0.9999107718467712)
('color', 0.9999103546142578)
('service', 0.9999100565910339)
('user', 0.9999096989631653)
('widget', 0.9999091625213623)
('Improve', 0.9999086856842041)
('Implement', 0.9999083280563354)
update
('with', 0.9999433159828186)
('Make', 0.9999414086341858)
('-', 0.9999409914016724)
('for', 0.9999406337738037)
('if', 0.9999404549598694)
('and', 0.9999392628669739)
('as', 0.9999392032623291)
('in', 0.9999373555183411)
('all', 0.999935507774353)
('Fixes', 0.9999350309371948)
('on', 0.9999348521232605)
('up', 0.9999338388442993)
('when', 0.9999321699142456)
('to', 0.999932050704956)
('Allow', 0.9999318718910217)
('of', 0.9999316930770874)
('the', 0.9999314546585083)
('is', 0.9999294281005859)
('new', 0.9999291896820068)
('not', 0.9999291300773621)
('from', 0.9999289512634277)
('change', 0.9999279975891113)
('use', 0.9999276399612427)
('code', 0.9999275207519531)
('add', 0.9999271631240845)
('only', 0.9999270439147949)
('extension', 0.9999268651008606)
('by', 0.9999268054962158)
('Use', 0.999926745891571)
('Add', 0.9999262690544128)
('at', 0.9999260902404785)
('TS', 0.999925971031189)
('text', 0.9999257326126099)
('a', 0.999925434589386)
('git', 0.9999251961708069)
("Don't", 0.9999250769615173)
('settings', 0.9999246597290039)
('should', 0.9999241828918457)
('after', 0.9999240040779114)
('be', 0.9999238848686218)
('terminal', 0.999923825263977)
('using', 0.9999234676361084)
('setting', 0.9999234080314636)
('support', 0.9999232888221741)
('command', 0.9999232292175293)
('before', 0.9999231100082397)
('that', 0.9999227523803711)
('file', 0.9999218583106995)
('are', 0.999920666217804)
('line', 0.9999204277992249)
('Support', 0.9999203681945801)
('show', 0.9999203085899353)
('Show', 0.9999200105667114)
('extensions', 0.999919593334198)
('Fixed', 0.9999191761016846)
('path', 0.999919056892395)
('view', 0.9999182820320129)
('into', 0.9999179840087891)
('Added', 0.9999176263809204)
('an', 0.999917209148407)
('files', 0.9999171495437622)
('editor', 0.9999169111251831)
('Implement', 0.9999166131019592)
('widget', 0.9999164342880249)
('Fix', 0.9999161958694458)
('telemetry', 0.9999160170555115)
('tab', 0.9999159574508667)
('search', 0.9999158382415771)
('Markdown', 0.9999152421951294)
('(fixes', 0.9999150037765503)
('Code', 0.9999145865440369)
('task', 0.9999145865440369)
('fix', 0.9999144077301025)
('Remove', 0.9999141693115234)
('focus', 0.9999141693115234)
('configuration', 0.9999136328697205)
('debug', 0.9999135732650757)
('service', 0.9999125599861145)
('build', 0.9999125003814697)
('empty', 0.9999107718467712)
('language', 0.9999105930328369)
('no', 0.9999102354049683)
('action', 0.9999098777770996)
('work', 0.9999097585678101)
('tests', 0.9999089241027832)
('workspace', 0.9999088048934937)
('editors', 0.9999083280563354)
('message', 0.9999074935913086)
('color', 0.9999067783355713)
('first', 0.9999064803123474)
('tree', 0.9999064207077026)
('cursor', 0.9999063014984131)
('state', 0.999906063079834)
('API', 0.9999057054519653)
('type', 0.9999053478240967)
('tasks', 0.9999051094055176)
('list', 0.9999050498008728)
('window', 0.9999046325683594)
('folder', 0.9999041557312012)
('set', 0.9999039769172668)
